,train_loss,img_loading_time,training_time,validation_loss,validation_time,epoch,epoch_time
0,5.377995014190674,140.51940643383284,274.23452615737915,4.989797592163086,40.962000608444214,1,315.2615268230438
1,4.9525322914123535,133.6032314805661,254.30715703964233,5.078976631164551,33.3783757686615,2,287.74653148651123
2,4.814521312713623,122.01360118995278,251.05200004577637,5.081866264343262,38.79499936103821,3,289.8889992237091
3,5.131362438201904,130.88146803944798,258.59851479530334,5.103438854217529,40.922998905181885,4,299.56051325798035
4,4.597426891326904,138.52210022837428,277.0732879638672,4.812539577484131,41.052000284194946,5,318.1792891025543
5,4.712852478027344,136.66083209797486,266.8179671764374,4.5640668869018555,38.9839985370636,6,305.84496235847473
6,4.639685153961182,133.41172943680974,267.55122423171997,4.740517616271973,44.362998962402344,7,311.95821499824524
7,5.006921768188477,148.00891574358536,289.15300989151,4.922326564788818,43.401999711990356,8,332.6040098667145
8,4.613844394683838,143.20760271912914,282.5409998893738,4.976410865783691,43.756011724472046,9,326.35301303863525
9,5.151745796203613,147.09401680049248,287.04092049598694,5.103324890136719,42.57899785041809,10,329.67091250419617
10,4.656362056732178,144.3968590881865,280.10601139068604,4.5294365882873535,38.63199710845947,11,318.78501057624817
11,4.643969535827637,130.01793973526713,256.29483461380005,4.821722507476807,37.733001470565796,12,294.0798354148865
12,4.437545299530029,126.5814306432918,252.2599995136261,4.777291297912598,40.241997718811035,13,292.5609972476959
13,4.64722204208374,129.89276399854887,255.54300332069397,4.840188980102539,37.53299927711487,14,293.1400032043457
14,4.942582607269287,127.93117786868144,255.81500148773193,5.030628204345703,38.79500079154968,15,294.6509997844696
15,4.718441486358643,122.10716825824673,243.19699931144714,4.710977077484131,37.57900023460388,16,280.8229982852936
16,4.598180294036865,117.76266399884628,232.71286582946777,4.621796131134033,37.71000003814697,17,270.4688632488251
17,4.778939247131348,130.2698397959693,263.30399990081787,4.824488162994385,39.059000968933105,18,302.41000175476074
18,4.536115646362305,131.58504204830882,259.529000043869,5.010840892791748,37.689000844955444,19,297.28199911117554
19,4.291748046875,134.76228399802062,271.51225686073303,4.814887046813965,39.8309965133667,20,311.3922543525696
