,train_loss,img_loading_time,training_time,validation_loss,validation_time,epoch,epoch_time
0,3.7721564769744873,162.25459298036867,291.9375138282776,4.147150039672852,45.802998304367065,1,337.7595112323761
1,3.6639809608459473,122.77014333110745,244.99108624458313,3.7764949798583984,38.53900194168091,2,283.5370876789093
2,3.534024238586426,122.55292370561826,242.69512486457825,3.817861795425415,38.91100287437439,3,281.6291229724884
3,3.6648108959198,123.01558957665654,240.87430810928345,3.6915476322174072,38.62399983406067,4,279.51230788230896
4,3.3037269115448,123.89429940813679,247.65887141227722,3.7245569229125977,39.851049184799194,5,287.53392124176025
5,3.4110562801361084,127.63665205543325,252.78214693069458,3.6384646892547607,42.23060488700867,6,295.0257513523102
6,3.4759724140167236,131.9974300699719,263.3810212612152,3.892380475997925,43.15999698638916,7,306.54901933670044
7,3.066338300704956,134.84289567147272,267.207581281662,3.797316789627075,43.535261154174805,8,310.75284028053284
8,3.3215906620025635,132.2943910057262,258.2978959083557,3.7280640602111816,39.653000354766846,9,297.96589517593384
9,3.201785087585449,127.82953349008399,251.8126277923584,4.002590656280518,39.8510000705719,10,291.6816282272339
10,3.368136167526245,129.48242118601073,250.79474353790283,4.109625816345215,33.01600003242493,11,283.83374285697937
11,3.4029598236083984,107.90805957681042,214.40899991989136,3.9010283946990967,33.76599979400635,12,248.1899995803833
12,3.146728754043579,107.34532271199308,211.93000030517578,4.070544719696045,33.17000079154968,13,245.12500047683716
13,3.0679068565368652,105.0832034652516,206.46300077438354,3.940171003341675,32.349000692367554,14,238.82800006866455
14,3.185028553009033,103.71554231037528,205.93199944496155,4.031514644622803,32.09899950027466,15,238.05200123786926
15,2.90795636177063,103.9039645962796,205.2639992237091,3.951328992843628,32.869999170303345,16,238.1469976902008
16,2.884356737136841,131.60149938777343,252.71300101280212,4.120035648345947,35.526999950408936,17,288.2539985179901
17,3.193739891052246,117.09297489917884,236.4740011692047,4.050717353820801,38.11307954788208,18,274.6080815792084
18,3.0636632442474365,115.12127038785967,229.85499906539917,4.147990703582764,34.59100103378296,19,264.460000038147
19,3.026561975479126,113.92125243857755,225.69203424453735,4.043007850646973,34.51700139045715,20,260.2310335636139
20,3.165616512298584,113.65837233753528,224.9993395805359,4.054003715515137,34.840999364852905,21,259.8523395061493
21,2.878523111343384,130.3542963569447,256.4565575122833,4.024172306060791,36.4739990234375,22,292.95355319976807
22,3.058882236480713,137.45565343913384,269.9850013256073,4.226956844329834,43.062999963760376,23,313.0629999637604
23,2.982585906982422,134.25654044393767,267.3315234184265,4.318450927734375,45.84899830818176,24,313.1945278644562
24,3.0656399726867676,146.352610434516,279.0510003566742,3.938633918762207,39.66099977493286,25,318.7300024032593
